Source Term	Target Term
solid-state nuclear magnetic resonance spectroscopy	espectroscopía de resonancia magnética nuclear de estado sólido
softener	ablandador
solubilizing effect	efecto solubilizante
soluble form of bacterial pattern recognition receptor CD14	forma soluble del receptor de reconocimiento de patrones bacterianos CD14
solubilising agent	solubilizante
solubility screening	ensayo de solubilidad
solid-supported liquid extraction	extracción sólido-líquido
solubility behaviour	comportamiento de la solubilidad
solubiliser	solubilizante
soluble tissue factor	factor tisular soluble
Soluene	Soluene
solución para inhalar	solución para inhalar
solvent component	componente solvente
solvent delivery system	sistema de distribución de solventes
solvent blank	blanco de disolvente
solute carrier	portador de soluto
solvent mixture	mezcla de disolventes
solution for inhalation	solución para inhalación
solute carrier family transporter	familia de acarreadores del soluto
solvent control	control de solvente
solvent	disolvente
sonic sieve apparatus	tamizadora sónica
sonificate	sonicadas
"son los grupos alquilos http://es.wikipedia.org/wiki/Esterificaci%C3%B3n"""	Faldaprevir_QOS_U13394701
sonicate	exponer a ultrasonido
sorafenib	sorafenib
sorbitan	sorbitano
sorting machine	equipo de clasificación
source data	fuente de datos
sorbitol dehydrogenase	sorbitol deshidrogenasa
sorbitol	sorbitol
sorting gate	ventana de separación
sorption	sorción
Source block	bloqueo de fuente
South African Health Authority	Autoridad Sanitaria de Sudáfrica
source population	población basal
sourceLanguage=en&amp;domain=0&amp;matching=&amp;start=0&amp;next=1&amp;targetLanguages=es	Empaglifozina M2 216-237
SOX	SOX
source plant	vegetal de origen
SOWS	SOWS
source impurity	impureza original
South London Diabetes Cohort	estudio sobre la diabetes en el sur de Londres
source of infection	foco de infección
SPAF	SPAF
soybean lecithin	lecitina de soja
space group	grupo espacial
spasm-like cramp	cólico espasmódico
spacer	espaciador
spasm-like	de tipo espasmódico
spasmolytic	espasmolítico
span	rango
spasmolytics	antiespasmódico
sparfloxacine	sparfloxacina
Spec Site, Spec. Type	Spec. del sitio y Spec.del ti Site, Spec. Type
spec.grav	gravedad específica
spatial power covariance structure	estructura de covarianza espacial
specific reversal agent	agente reversor específico
specific radioactivity	actividad específica
specific gravity	densidad relativa
Spec Site, Spec. Type	Spec. del sitio y Spec.del tipo
Special search categories	categorías de búsqueda especial
Specifications for class 1 and class 2 residual solvents in active substances	Especificaciones para solventes residuales clase 1 y clase 2 en sustancias activas
specification limit	límite de la especificación
specificity solution	solución de especificidad
spectral region	región espectral
specified impurity	impureza específica
specificity	especificidad
spectral range	rango del espectro
specified pathogen free	sin agentes patógenos especificados
spectralphotometric	espectrofotométrico
spermatogenic epithelium	epitelio espermatogénico
spectrum	espectro
sperm-positive	con detección positiva de espermatozoides
spectrum index plot	gráfico del índice de espectro o gráfico del índice espectral
sperm count	conteo de espermatozoides
spectrophotometry	espectrofotometría
spectral scanning	barrido espectral
spectroscopic method	método espectroscópico
spermatogonia	espermatogonia
SPF	SPF
SPF - Specified pathogen free	SPF (usar solo de ser necesario en tablas)- Sin agentes patógenos especificados
spiked run	ensayo con muestras enriquecidas
spiked suspensions	suspensiones enriquecidas con…
spike	adición
spike buffer addition	agregado de solución buffer de adición
spike	mecha o punzón
sphincter tone	P: MA 9-8-16
spike recovery studies	estudio de recuperación de muestras enriquecidas
spike level	nivel de enriquecimiento o nivel de adición
spinal osteoarthritis	artrosis de la columna vertebral
spindle fiber	huso mitótico
spindle	huso
spinal anesthesia	anestesia intradural
Spikerecovery	recuperación en muestras enriquecidas
spinal cord disorder	trastornos de la médula espinal
spiking experiment	experimento de enriquecimiento
spiking solution	solución de enriquecimiento
spirometric	espirométrico
splenic surface	superficie del bazo
spirometry	espirometría
spleen	bazo
split	división
spironolactone	espironolactona
split	división de flujo (split)
spirometric manoeuvres	maniobras espirométricas
split	división de flujo
sponsor	patrocinador
spontaneous background pathology	patología basal espontánea
splitless	no fraccionado
sponsor study	estudio patrocinante
split liner	inserto para división de flujo
sponsor	patrocinador / financiamiento
SPM	MPE
spontaneous incidence	incidencia espontánea
spot check	inspección al azar
spontaneous source	fuentes espontáneas
spot	mancha
SPR	SPR
Spray Content Uniformity	uniformidad del contenido del aerosol
spray dried granulate	granulado secado por rociado
spray chamber	cámara de pulverización
spot urine	muestra de orina de micción espontánea
spray	aerosol
spot sample	muestra puntual
Sprague Dawley rats	ratas Sprague Dawley
spreader box	esparcidor
spray-dryer	secador por pulverización
spraying suspension	suspensión de rociado
sprayed	rociado/a
spray drying process	proceso de secado por rociado
spray dryer	secador por pulverización
spray reagent	reactivo en aerosol
spray plume	patrón de atomización
sputum purulent	esputo purulento
squamous-cell carcinoma	carcinoma escamoso
spring force	fuerza de resorte
Spun bound	hilado por adhesión
SQE	SQE
squamous epithelium	epitelio escamoso
SQE- Safety, Quality and Environment Department	Departamento de Seguridad, Calidad y Asuntos Ambientales (SQE- Safety, Quality and Environment Department)
SPS	picosulfato de sodio
SR Stability Report	Informe de estabilidad
ss	ss
ss	estado sólido
SR	informe de estabilidad
SSC	SSC
SS	GrSel
SRD	DUA
ssNMR	RMN en estado sólido
SRC	Src
stability batch	partida de estabilidad
SSRIs	ISRS
stability protocol	protocolo de estabilidad
stability samples	muestras para análisis de estabilidad
SST	SST
stability profile	perfil de estabilidad
stabilisation	estabilización
"St. John""s wort"	hierba de San Juan o hipérico
stability report	informe de estabilidad
stable disease	enfermedad estable
staggered procedure	procedimiento de reacciones acopladas
Stable Disease according to RECIST	Legacy Clinical Study Report_U08102303
stability summary and conclusions	resumen y conclusiones sobre estabilidad
stability testing	pruebas de estabilidad
stadiometer	tallímetro
stage IIIB/IV	estadío IIIB o IV
stability solution	solución de estabilidad
standard	norma, pauta, parámetro, estándar, criterio
staining reagent	colorante
staircase phase	fase escalonada
stained according to Salewski	tinción según el método de Salewski
standard	pauta
standard check	verificación porcentual del estándar
stagnation	inactividad
standard error	error estándar
standard curve fit function parameters	parámetros estándar de ajuste de curva de la función
standard deviation	desvío estándar
standard of care	tratamiento protocolar
standard dilution	solución estándar	modificado 08/25 por MAG
standard grade	categoría normal
standard error of the mean	error estándar de la media
standard safety lab panel	pruebas de laboratorio estándares de seguridad
standard-of-care therapy	tratamiento de elección
Standard World Population	población mundial estándar
standard quality	calidad tipo
standard preparation	preparación estándar
Standard Operating Procedure	procedimiento unificado de trabajo
standard solution	solución estándar
staphylococcus aureus	Staphylococcus aureus
start codon	codón de inicio
starch	almidón
standarised extract	extracto estandarizado
standardising agents	agentes estandarizadores
Stanford Sleepiness Scale	escala de somnolencia de Stanford
Standardised MedDRA query	consulta estandarizada del diccionario MedDRA
Standardised Asthma Quality of Life Questionnaire	cuestionario estandarizado de calidad de vida en pacientes con asma
statement	dictamen
statin	estatina
stated content	contenido declarado
starter pellets	pellets iniciadores
state of the art	de última generación
start peak collection	inicio de colección de picos
Statdocs	Statdocs
starting material	material inicial
starter pack	envase de inicio
stated claim	valor declarado
status follow-up	seguimiento de supervivencia
stationary phase age	edad de la fase estacionaria
statistical analysis software	programa de análisis estadístico
statistician	estadístico
steam sterilisation	esterilización por vapor
status asthmaticus	estado asmático
Std B	Sol. est. B
STEMI	IMCEST
"steel""s test"	prueba de Steel
step-up therapy	tratamiento escalonado
stearic acid	ácido esteárico
stem	vástago
step yield	rendimiento
Steering Committee	comité de dirección
steering lens	lente de enfoque
steep part	la parte más pronunciada de la pendiente
stereochemical inversion	inversión de la configuración estereoquímica
stereo centre	centro estereogénico
stereocenter	estereocentro
stereo element	estereoelemento
stereo isomer	estereoisómero
stereochemically	estereoquímicamente
stereoisomer	estereoisómero
steroid courses	ciclos de esteroides
stifle joint	babilla
sTF - soluble tissue factor	sTF - factor tisular soluble
steroid hormone	hormone esteroide
steril-filtered air	vástago
stereoselective	estereoselectivo
Stevens-Johnson syndrome	síndrome de Stevens-Johnson
sTF	sTF
Stevens-Johnson syndrome (SJS)	síndrome de Stevens-Johnson
stirrer plate	placa agitadora
stir, stirring	revolver, agitar
stillbirth	nacido muerto
still	alambique
stirrer speed	velocidad del agitador
stirrer plate	placa agitadora, placa de agitación
stir by hand	revolver a mano
stir	agitar
stirring bar	barra de agitación magnética
stock	especie
stock animals	animales de reserva
stock solution	solución madre (de)
stoichiometry	estequiometría
stock solution	solución madre
STIZON/PHARMO Institute	STIZON/Instituto PHARMO
stock standard solution	solución madre estándar
stirring time	período de agitación
stomach tube	sonda gástrica
stop drift	detención de deriva
stop reagent	reactivo de frenado
stool and urine incontinence	incontinencia de orina y heces
stomatitis	estomatitis
stomach emptying rate	tasa de vaciamiento gástrico
stop ring	anillo de tope
stomatitis aphthous	estomatitis aftosa
stop solution	solución buffer
storage conditions	condiciones de almacenamiento
stratified sample	muestra estratificada
strata statement	pautas de estratificación
strain-specific	específica de cepa
store in a dry place	mantener en lugar seco
strain	cepa
strata statement	declaración de estratos
storage recommendations	recomendaciones para el almacenamiento
streak	veta
stratifying variable	variable de estratificación
stress echocardiography	ecocardiografía de esfuerzo
streptavidin	estreptavidina
strength	concentración
stress conditions (under stress conditions)	condiciones extremas
stress handling	capacidad antioxidante
stratum	estrato
stress liquid media	medios líquidos de condiciones extremas
stressed sample	muestra sometida a condiciones extremas
stress suspension	suspensión generadora de condiciones extremas
stress stability testing	estudios de estabilidad en condiciones extremas
stress parameter	parámetro de condiciones extremas
stress solvent	solvente generador de condiciones extremas
stretching	estiramiento
striated muscle	músculo estriado
stressed sample	muestra sometida a condiciones extremas (de prueba)
stroke	accidente cerebrovascular (ACV)
stridor	estridor
stroke	accidente cerebrovascular
stretozotocin	estreptozotocina
stroke prevention in atrial fibrillation	prevención del accidente cerebrovascular en fibrilación auricular
stroke volume	volumen sistólico
Study medication compliance page	página de Cumplimiento terapéutico en el estudio
stromal	del estroma
Study Med Stop page	Interrupción del tratamiento con la medicación en estudio
strong ammonia solution	hidróxido de amonio
studies are ongoing	los estudios están en curso
study group	grupo de estudio
strong base	base fuerte
study drug	medicamento experimental
study progress report	informe de avance del estudio
SU background	sulfonilurea de base
study monitor	monitor del estudio
study treatment	tratamiento en estudio
sub-coating	subrecubrimiento
sub-batch	subpartida
Study Procedures Manual	manual de procedimientos del estudio
sub-clone	subclonar
SU	SU
sub-investigator	sub-investigador
subclone	subclón
subarachnoid hemorrhage	hemorragia subaracnoidea
sub-study	subestudio
subacute	subaguda
sub-report	subinforme
sub-SMQ	SMQ subordinada
