Source Term	Target Term
Acute right ventricular failure	Insuficiencia ventricular derecha aguda
X-ray therapy to joint	Radioterapia con rayos X articular
Chronic right ventricular failure	Insuficiencia ventricular derecha crónica
Breast adenoma	Ademona de mama
Trisomy 12	Trisomía 12
Erythroplasia	Eritrodisplasia
Cerebral malaria	Malaria cerebral
Chorioretinopathy	Corioretinopatía
Basilar artery thrombosis	Trombosis de la arteria basilar
Uterine cervix hypoplasia	Hipoplasia cervicouterina
Gradenigo's syndrome	Síndrome de Gradenigo
Viral mutation identified	Mutación viral identificada
Paroxysmal perceptual alteration	Alteración perceptiva paroxística
Anaphylactoid shock	Shock anafilactoide
Radiation exposure	Exposición a radiación
Pregnancy with contraceptive device	Embarazo con dispositivo anticonceptivo
Urine viscosity decreased	Viscosidad urinaria disminuida
Pregnancy with implant contraceptive	Embarazo con implante anticonceptivo
Metastatic glioma	Glioma metastásico
Gastropexy	Gastropexia
Acoustic neuritis	Neuritis del acústico
Uterine hypoplasia	Hipoplasia uterina
Apolipoprotein E abnormal	Apolipoproteína E anormal
Urine viscosity abnormal	Viscosidad urinaria anormal
Pulmonary artery banding	Colocación de banda en arteria pulmonar
Nephropexy	Nefropexia
Urine viscosity	Viscosidad urinaria
Macular scar	Cicatriz macular
Hip dysplasia	Displasia de cadera
Cutaneous contour deformity	Deformaciones cutáneas de contorno
Propofol infusion syndrome	Síndrome de infusión con propofol
Glucagon tolerance test	Prueba de tolerancia al glucagón
Chronic allograft nephropathy	Nefropatía crónica por aloinjerto
Coagulation factor X level normal	Nivel de factor de coagulación X normal
Parasite blood test	Prueba parasitaria en sangre
Proctitis fungal	Proctitis fúngica
Blood heavy metal abnormal	Nivel sérico de metal pesado anormal
Parasite DNA test	Identificación de DNA parasitario
Hydroxyproline increased	Hidroxiprolina aumentada
Post procedural haematoma	Hematoma postprocedimiento
Hydroxyproline	Hydroxiprolina
Chemotherapeutic drug level increased	Nivel de fármaco quimioterapéutico aumentado
Coagulation factor XI level normal	Nivel de factor de coagulación XI normal
Coagulation factor XII level normal	Nivel de factor de coagulación XII normal
Coagulation factor XIII level normal	Nivel de factor de coagulación XIII normal
Chemotherapeutic drug level decreased	Nivel de fármaco quimioterapéutico disminuido
Amphetamines negative	Test de anfetaminas negativo
Amphetamines positive	Test de anfetaminas positivo
Opiates negative	Test de opiáceos negativo
Barbiturates negative	Test de barbitúricos negativo
Amphetamines	Test de anfetaminas
Blood gonadotrophin releasing hormone increased	Nivel sérico del factor liberador de gonadotrofina aumentado
Opiates	Opiáceos
Tryptase	Test de triptasa
Blood gonadotrophin releasing hormone decreased	Nivel sérico del factor liberador de gonadotrofina disminuido
Blood immunoglobulin D decreased	Inmunoglobulina D en sangre disminuida
Barbiturates	Test de barbitúricos
Opiates positive	Test de opiáceos positivo
Barbiturates positive	Test de barbitúricos positivo
Fructose decreased	Fructosa disminuida
Blood immunoglobulin D increased	Inmunoglobulina D en sangre aumentada
Fructose	Nivel de fructosa
Prothrombin consumption time shortened	Tiempo de consumo de protrombina acortado
Haemoglobin C present	Hemoglobina C presente
Amino acid level decreased	Nivel de aminoácidos disminuido
Fructose increased	Fructosa aumentada
Amino acid level increased	Nivel de aminoácidos aumentado
Prothrombin consumption time prolonged	Tiempo de consumo de protrombina prolongado
Amino acid level	Nivel de aminoácidos
Amino acid level abnormal	Nivel de aminoácidos anormal
17-hydroxyprogesterone increased	Actividad aumentada de 17-hidroxiprogesterona
Oestradiol abnormal	Estradiol anormal
Oestrone increased	Estrona aumentada
Oestrone decreased	Estrona disminuida
Insulin C-peptide abnormal	Péptido C de insulina anormal
Amino acid level normal	Nivel de aminoácidos normal
Oestrone	Estrona
17-hydroxyprogesterone decreased	Actividad disminuida de 17-hidroxiprogesterona
Progesterone	Test de progesterona
CD4 lymphocytes abnormal	Linfocitos CD4 anormal
Progesterone increased	Progesterona aumentada
Brain stem syndrome	Síndrome de tronco cerebral
Progesterone normal	Progesterona normal
CD4 lymphocytes increased	Linfocitos CD4 aumentados
Progesterone decreased	Progesterona disminuida
Myosin increased	Miosina aumentada
Progesterone abnormal	Progesterona anormal
DNA test for fragile X	Prueba de DNA para X frágil
Interferon alpha level	Nivel de interferón alfa
Herpes simplex DNA test positive	Identificación de DNA de Herpes simplex positiva
Interleukin level decreased	Nivel de interleuquina disminuida
Histamine abnormal	Histamina anormal
Immune complex assay	Determinación de presencia de inmunocomplejos
Interleukin level	Nivel de interleuquina
Interleukin level increased	Nivel de interleuquina aumentada
Lymphocyte percentage abnormal	Porcentaje de linfocitos anormal
Histamine normal	Histamina normal
Base excess abnormal	Exceso de base anormal
Infantile spitting up	Reflujo del lactante
Endotracheal intubation complication	Complicación de intubación endotraqueal
International normalised ratio fluctuation	Fluctuación del cociente internacional normalizado
Tryptase decreased	Triptasa disminuida
Tryptase increased	Triptasa aumentada
Metamorphopsia	Metamorfopsia
Microscopic polyangiitis	Poliangitis microscópica
Pancreatic leak	Derrame pancreático
Phytotherapy	Fitoterapia
Pharyngeal mucosa atrophy	Atrofia de mucosa faríngea
Synovial fluid white blood cells	Leucocitos en líquido sinovial
Amniotic fluid volume	Volumen de líquido amniótico
Synovial fluid red blood cells	Eritrocitos en líquido sinovial
Charles Bonnet syndrome	Síndrome de Charles Bonnet
Synovial fluid glucose	Concentración de glucosa en líquido sinovial
Amniotic fluid volume decreased	Volumen de líquido amniótico disminuido
Amniotic fluid volume increased	Volumen de líquido amniótico aumentado
Vascular stent insertion	Inserción de endoprótesis vascular
Drug therapy	Tratamiento farmacológico
Synovial fluid crystal	Cristales en líquido sinovial
Device therapy	Tratamiento con dispositivo terapéutico
Polypoidal choroidal vasculopathy	Vasculopatía coroidal polipoidea
Synovial fluid cell count	Cuenta celular en líquido sinovial
Synovial fluid protein	Concentración de proteínas en líquido sinovial
Photocoagulation	Fotocoagulación
Rosai-Dorfman syndrome	Síndrome de Rosai-Dorfman
Usher's syndrome	Síndrome de Usher
Wagner's disease	Enfermedad de Wagner
Pancreatic calculus removal	Extracción de cálculo pancreático
Venous stent insertion	Inserción de endoprótesis venosa
Relapsing-remitting multiple sclerosis	Esclerosis múltiple remitente-recurrente
Intellectualisation	Intelectualización
Dural tear	Desgarro de duramadre
Blood growth hormone releasing hormone increased	Concentración sérica de factor liberador de hormona del crecimiento aumentado
Hepatitis B antigen positive	Antígeno de la hepatitis B positivo
Secondary progressive multiple sclerosis	Esclerosis múltiple progresiva secundaria
Stickler's syndrome	Síndrome de Stickler
Acarodermatitis	Acarodermatitis
Balneotherapy	Balneoterapia
Lumbarisation	Lumbarización
Bladder hypertrophy	Hipertrofia vesical
Primary progressive multiple sclerosis	Esclerosis múltiple progresiva primaria
Aase syndrome	Síndrome de Aase
Hepatitis B antigen	Antígeno de la hepatitis B
Odontogenic cyst	Quiste odontogénico
Biliary drainage	Drenaje de vías biliares
Gestational oedema	Edema gestacional
Athletic heart syndrome	Síndrome del corazón de atleta
Hepatitis A immunisation	Inmunización contra hepatitis A
Cardiac siderosis	Siderosis cardiaca
Hereditary areflexic dystasia	Distasia Arrefléxica Hereditaria
Arteriosclerotic retinopathy	Retinopatía arterioesclerótica
Nail-patella syndrome	Osteo-onico displasia
Pruritus allergic	Prurito alérgico
Tyrosinaemia	Tirosinemia
Congenital androgen deficiency	Deficiencia androgénica congénita
Rotavirus test negative	Prueba para rotavirus negativa
Rotavirus test positive	Prueba para rotavirus positiva
Congenital vaginal cyst	Quiste vaginal congénito
Limbal hyperaemia	Hiperemia limbal
Rotavirus test	Prueba para rotavirus
Chitotriosidase	Chitotriosidasa
Gene mutation identification test positive	Prueba de identificación de mutación genética positiva
Chitotriosidase increased	Chitotriosidasa aumentada
Gene mutation identification test	Prueba de identificación de mutación genética
Chitotriosidase decreased	Chitotriosidasa disminuida
Chitotriosidase abnormal	Chitotriosidasa anormal
False negative pregnancy test	Test de embarazo falsamente negativo
Chitotriosidase normal	Chitotriosidasa normal
Urinary retention postoperative	Retención urinaria postoperatoria
Self injurious behaviour	Comportamiento autolesivo
Herpes zoster oticus	Herpes zoster ótico
Premature ageing	Envejecimiento prematuro
Body temperature fluctuation	Temperatura corporal oscilante
Hypothenar hammer syndrome	Síndrome de la eminencia hipotenar en martillo
Medication dilution	Dilución de medicación
Laryngeal leukoplakia	Leucoplaquia laríngea
Gene mutation identification test negative	Prueba de identificación de mutación genética negativa
Varicella post vaccine	Varicela postvacunal
Single functional kidney	Riñón único funcionante
Allergic respiratory symptom	Síntomas respiratorios alérgicos
Colon cancer stage 0	Cáncer de colon estadío 0
Allergic respiratory disease	Enfermedad respiratoria alérgica
Nosophobia	Nosofobia
Dihydrotestosterone decreased	Dihidrotestosterona disminuida
Bowel movement irregularity	Defecación irregular
Dihydrotestosterone level	Nivel de dihidrotestosterona
Ocular dysmetria	Dismetría ocular
Schinzel-Giedion syndrome	Síndrome de Schinzel-Giedion
Dihydrotestosterone increased	Dihidrotestosterona aumentada
Renal embolism	Embolismo renal
Hyperglycaemic hyperosmolar nonketotic syndrome	Síndrome hiperglicémico hiperosmolar no cetósico
Acute vestibular syndrome	Síndrome vestibular agudo
Pulmonary artery wall hypertrophy	Hipertrofia mural de arterias pulmonares
Excessive granulation tissue	Exceso de tejido de granulación
Spondylolisthesis	Espondilolistesis
Coagulation test	Test de coagulación
Diabetic macroangiopathy	Macroangiopatía diabética
Coagulation test abnormal	Test de coagulación anormal
Coagulation test normal	Test de coagulación normal
Ultrasound joint	Ultrasonografía articular terapéutica
Metastatic squamous cell carcinoma	Carcinoma metastásico de células escamosas
Vertebroplasty	Vertebroplastia
Radiation skin injury	Lesión cutánea por radiación
Congenital coagulopathy	Coagulopatía congénita
Otoacoustic emissions test	Audiometría tonal
Oesophageal pH	pH esofágico
Human herpesvirus 7 infection	Infección por herpesvirus 7
Stem cell transplant	Trasplante de células madres
Bladder polypectomy	Polipectomía vesicourinaria
Circulating anticoagulant positive	Anticoagulantes circulantes positivos
Graft haemorrhage	Hemorragia de un injerto
Predisposition to disease	Predisposición a la enfermedad
Bladder perforation	Perforación vesicourinaria
Atlantoaxial instability	Inestabilidad atloaxoidea
Exposure to extreme temperature	Exposición a temperaturas extremas
Exposure to polluted soil	Exposición a polución del suelo
Exposure to contaminated air	Exposición a aire contaminado
Bronchial fistula repair	Cirugía de fístula bronquial
Exposure to noise	Exposición al ruido
Ortner's syndrome	Síndrome de Ortner
Uveal prolapse	Prolapso uveal
Exposure to chemical pollution	Exposición a polución química
Tympanic membrane scarring	Cicatrización timpánica
Lung neoplasm surgery	Cirugía de neoplasia pulmonar
Radiotherapy to lymph nodes	Radioterapia en nódulos linfáticos
Radiotherapy to vagina	Radioterapia vaginal
Radiotherapy to ovary	Radioterapia ovárica
Bacterial iritis	Iritis bacteriana
Radiotherapy to eye	Radioterapia ocular
Porocarcinoma	Porocarcinoma
Radiocastration procedure	Procedimiento de radiocastración
Radical neck dissection	Disección radical de cuello
Calcium phosphate product	Producto fosfocálcico
Hippocampal sclerosis	Esclerosis hipocampal
Pyramidal tract syndrome	Síndrome piramidal
Acute lymphocytic leukaemia recurrent	Leucemia linfocítica aguda recurrente
Genital injury	Lesión genital traumática
Jessner's lymphocytic infiltration	Infiltración linfocitaria de Jessner
Calcium phosphate product increased	Producto fosfocálcico aumentado
Retroperitoneal effusion	Derrame retroperitoneal
Otoacoustic emissions test abnormal	Prueba de emisión otoacústica anormal
Cerebral artery stenosis	Estenosis arterial cerebral
Bronchoplasty	Broncoplastia
Post procedural oedema	Edema post-intervención
Vital functions abnormal	Funciones vitales anormales
Kleihauer-Betke test	Prueba de Kleihauer-Betke
Testotoxicosis	Testotoxicosis
Presumed ocular histoplasmosis syndrome	Síndrome de presunta histoplasmosis ocular
Intestinal strangulation	Estrangulación intestinal
Photoelectric conjunctivitis	Conjuntivitis fotoeléctrica
No therapeutic response	Ausencia de respuesta terapéutica
Erosive oesophagitis	Esofagitis erosiva
Vascular encephalopathy	Encefalopatía vascular
Aversion	Aversión
Neuropsychiatric lupus	Lupus neuropsiquiátrico
Similar reaction on previous exposure to drug	Reacción similar en exposición previa a un medicamento
Pregnancy after post coital contraception	Embarazo tras contracepción post-coital
Pelvic haemorrhage	Hemorragia pélvica
Puncture site infection	Infección en el lugar de punción
Lymphocytic hypophysitis	Hipofisitis linfocítica
Application site hypersensitivity	Hipersensibilidad en el lugar de aplicación
Semenuria	Semenuria
Rhesus incompatibility	Incompatibilidad Rhesus
Iris hypopigmentation	Hipopigmentación del iris
Eyelid cyst	Quiste palpebral
Gastric lavage test	Análisis de líquido de lavado gástrico
Malignant neoplasm of eyelid	Neoplasia palpebral maligna
Oculodentodigital dysplasia	Displasia oculodentodigital
Antipsychotic drug level increased	Nivel de antipsicótico aumentado
